amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,orig_balance_error,dest_balance_error,dest_balance_stayed_zero,orig_balance_drained,amount_to_orig_balance_ratio,is_transfer,isFraud,predicted_fraud
319034.25,0.0,0.0,0.0,319034.25,-319034.25,0.0,0,1,319034.25,0,0,1
2701644.17,2701644.17,0.0,0.0,0.0,0.0,2701644.17,1,1,0.9999996298551671,1,1,1
978362.97,978362.97,0.0,0.0,0.0,0.0,978362.97,1,1,0.9999989778855,1,1,1
362631.05,362631.05,0.0,0.0,0.0,0.0,362631.05,1,1,0.9999972423838434,1,1,1
797235.09,797235.09,0.0,0.0,0.0,0.0,797235.09,1,1,0.9999987456664186,1,1,1
696575.46,696575.46,0.0,0.0,0.0,0.0,696575.46,1,1,0.9999985644074162,1,1,1
5349.74,5349.74,0.0,0.0,0.0,0.0,5349.74,1,1,0.9998131099623604,1,1,1
353785.26,353785.26,0.0,0.0,0.0,0.0,353785.26,1,1,0.9999971734346043,1,1,1
1388774.78,1388774.78,0.0,0.0,0.0,0.0,1388774.78,1,1,0.9999992799413596,1,1,1
4257337.62,4257337.62,0.0,0.0,0.0,0.0,4257337.62,1,1,0.9999997651114724,1,1,1
966389.93,966389.93,0.0,0.0,0.0,0.0,966389.93,1,1,0.9999989652220763,1,1,1
3116833.75,3116833.75,0.0,456298.06,3573131.82,0.0,-0.009999999776482582,0,1,0.999999679161688,0,1,1
401529.35,401529.35,0.0,4162.42,405691.77,0.0,-5.820766091346741e-11,0,1,0.9999975095282336,0,1,1
167743.93,167743.93,0.0,0.0,0.0,0.0,167743.93,1,1,0.9999940385679615,1,1,1
1548376.44,1548376.44,0.0,0.0,0.0,0.0,1548376.44,1,1,0.9999993541626387,1,1,1
636.0,636.0,0.0,0.0,0.0,0.0,636.0,1,1,0.9984301412872841,1,1,1
2540410.33,2540410.33,0.0,0.0,0.0,0.0,2540410.33,1,1,0.9999996063629586,1,1,1
265680.73,265680.73,0.0,0.0,0.0,0.0,265680.73,1,1,0.9999962360979808,1,1,1
222213.27,222213.27,0.0,93400.12,315613.39,0.0,0.0,0,1,0.9999954998389617,0,1,1
40458.0,40458.0,0.0,561393.36,331179.02,0.0,270672.33999999997,0,1,0.9999752836204553,0,1,1
24853.41,24853.41,0.0,11435.22,36288.63,0.0,0.0,0,1,0.9999597656914809,0,1,1
371771.44,371771.44,0.0,4665671.71,5037443.15,0.0,0.0,0,1,0.9999973101825407,0,1,1
1431634.93,1431634.93,0.0,0.0,1431634.93,0.0,0.0,0,1,0.9999993014983914,0,1,1
495773.64,495773.64,0.0,269095.07,764868.71,0.0,0.0,0,1,0.9999979829545134,0,1,1
2085019.56,2085019.56,0.0,152830.87,2237850.44,0.0,-0.009999999776482582,0,1,0.9999995203884224,0,1,1
1195842.37,1195842.37,0.0,0.0,1195842.37,0.0,0.0,0,1,0.9999991637700847,0,1,1
81216.23,81216.23,0.0,917796.81,999013.04,0.0,0.0,0,1,0.9999876873417131,0,1,1
3354200.39,3354200.39,0.0,0.0,0.0,0.0,3354200.39,1,1,0.9999997018664404,1,1,1
455014.69,455014.69,0.0,700724.17,1155738.85,0.0,0.010000000009313226,0,1,0.9999978022735876,0,1,1
4241.44,4241.44,0.0,0.0,0.0,0.0,4241.44,1,1,0.9997642865897927,1,1,1
2184556.65,2184556.65,0.0,734500.25,2919056.89,0.0,0.009999999776482582,0,1,0.9999995422414236,0,1,1
4530.71,4530.71,0.0,0.0,0.0,0.0,4530.71,1,1,0.9997793327463584,1,1,1
1059347.56,1059347.56,0.0,234543.3,1293890.85,0.0,0.010000000009313226,0,1,0.9999990560236378,0,1,1
1844357.26,1844357.26,0.0,0.0,0.0,0.0,1844357.26,1,1,0.9999994578059904,1,1,1
4589441.44,4589441.44,0.0,0.0,0.0,0.0,4589441.44,1,1,0.9999997821086084,1,1,1
407320.01,407320.01,0.0,0.0,407320.01,0.0,0.0,0,1,0.9999975449339085,0,1,1
1232239.39,1232239.39,0.0,30479.19,1262718.58,0.0,-2.3283064365386963e-10,0,1,0.9999991884700354,0,1,1
202952.03,202952.03,0.0,0.0,0.0,0.0,202952.03,1,1,0.9999950727515623,1,1,1
506867.52,506867.52,0.0,0.0,458682.99,0.0,48184.53000000003,0,1,0.9999980271017818,0,1,1
158299.34,158299.34,0.0,36152.54,271369.74,0.0,-76917.85999999999,0,1,0.9999936828941745,0,1,1
268366.47,268366.47,0.0,0.0,0.0,0.0,268366.47,1,1,0.9999962737659672,1,1,1
19692.68,19692.68,0.0,0.0,19692.68,0.0,0.0,0,1,0.9999492222885717,0,1,1
2674794.22,2674794.22,0.0,0.0,0.0,0.0,2674794.22,1,1,0.999999626139604,1,1,1
21741.36,21741.36,0.0,0.0,0.0,0.0,21741.36,1,1,0.9999540068327449,1,1,1
298384.21,298384.21,0.0,77405.99,375790.2,0.0,0.0,0,1,0.9999966486274571,0,1,1
26776.98,26776.98,0.0,0.0,0.0,0.0,26776.98,1,1,0.9999626558836776,1,1,1
1649039.58,1649039.58,0.0,1970152.93,3619192.51,0.0,0.0,0,1,0.9999993935867849,0,1,1
1116508.49,1116508.49,0.0,4052464.84,5168973.32,0.0,0.009999999776482582,0,1,0.9999991043515447,0,1,1
2728625.68,2728625.68,0.0,0.0,0.0,0.0,2728625.68,1,1,0.9999996335152744,1,1,1
160186.79,160186.79,0.0,0.0,0.0,0.0,160186.79,1,1,0.9999937573269473,1,1,1
4716.08,4716.08,0.0,551191.68,555907.76,0.0,0.0,0,1,0.9997880044434269,0,1,1
19226.25,19226.25,0.0,0.0,19226.25,0.0,0.0,0,1,0.9999479904822582,0,1,1
1486052.97,1486052.97,0.0,775543.29,2261596.26,0.0,0.0,0,1,0.9999993270769297,0,1,1
224570.45,224570.45,0.0,7449938.25,7674508.7,0.0,0.0,0,1,0.9999955470742162,0,1,1
461369.99,461369.99,0.0,2572575.13,3033945.11,0.0,0.01000000024214387,0,1,0.9999978325468621,0,1,1
571163.03,571163.03,0.0,45861.48,617024.51,0.0,0.0,0,1,0.9999982491894667,0,1,1
451663.55,451663.55,0.0,95658.45,547322.01,0.0,-0.010000000009313226,0,1,0.999997785967484,0,1,1
879321.88,879321.88,0.0,0.0,879321.88,0.0,0.0,0,1,0.9999988627613101,0,1,1
1684039.12,1684039.12,0.0,32961658.25,34645697.37,0.0,0.0,0,1,0.999999406189919,0,1,1
2149976.69,2149976.69,0.0,0.0,0.0,0.0,2149976.69,1,1,0.9999995348788945,1,1,1
17428.0,17428.0,0.0,93625.57,285154.96,0.0,-174101.39,0,1,0.999942624361696,0,1,1
540154.62,540154.62,0.0,0.0,0.0,0.0,540154.62,1,1,0.9999981486816707,1,1,1
394388.09,394388.09,0.0,1260564.49,1654952.58,0.0,0.0,0,1,0.999997464432903,0,1,1
226402.77,226402.77,0.0,0.0,0.0,0.0,226402.77,1,1,0.999995583112419,1,1,1
74804.24,74804.24,0.0,0.0,74804.24,0.0,0.0,0,1,0.999986631952521,0,1,1
103056.0,103056.0,0.0,0.0,0.0,0.0,103056.0,1,1,0.9999902966319609,1,1,1
1162155.11,1162155.11,0.0,2402312.87,3564467.98,0.0,4.656612873077393e-10,0,1,0.9999991395304026,0,1,1
491517.77,491517.77,0.0,518777.34,1010295.11,0.0,1.1641532182693481e-10,0,1,0.9999979654897004,0,1,1
62091.44,62091.44,0.0,6296058.91,6358150.35,0.0,9.313225746154785e-10,0,1,0.9999838949798076,0,1,1
219275.19,219275.19,0.0,743229.99,962505.19,0.0,-0.010000000009313226,0,1,0.9999954395413383,0,1,1
143592.89,143592.89,0.0,0.0,143592.89,0.0,0.0,0,1,0.9999930359153861,0,1,1
154052.34,154052.34,0.0,182065.24,336117.58,0.0,-5.820766091346741e-11,0,1,0.9999935087418422,0,1,1
520500.14,520500.14,0.0,0.0,0.0,0.0,520500.14,1,1,0.999998078774621,1,1,1
344886.44,344886.44,0.0,99583.8,444470.25,0.0,-0.010000000009313226,0,1,0.999997100503283,0,1,1
1980800.05,1980800.05,0.0,0.0,0.0,0.0,1980800.05,1,1,0.999999495153741,1,1,1
128440.4,128440.4,0.0,1424377.87,1552818.27,0.0,0.0,0,1,0.9999922143483332,0,1,1
1486052.97,1486052.97,0.0,0.0,0.0,0.0,1486052.97,1,1,0.9999993270769297,1,1,1
219278.81,219278.81,0.0,22127.85,241406.66,0.0,0.0,0,1,0.999995439616625,0,1,1
4339822.23,4339822.23,0.0,0.0,4339822.23,0.0,0.0,0,1,0.9999997695758682,0,1,1
3285475.4,3285475.4,0.0,746119.83,4031595.23,0.0,0.0,0,1,0.9999996956301376,0,1,1
1159831.33,1159831.33,0.0,0.0,0.0,0.0,1159831.33,1,1,0.9999991378064104,1,1,1
59829.03,59829.03,0.0,0.0,59829.03,0.0,0.0,0,1,0.9999832859853154,0,1,1
597411.76,597411.76,0.0,0.0,0.0,0.0,597411.76,1,1,0.9999983261154315,1,1,1
142791.28,142791.28,0.0,724053.13,866844.41,0.0,0.0,0,1,0.9999929968202763,0,1,1
130987.75,130987.75,0.0,0.0,0.0,0.0,130987.75,1,1,0.9999923657566012,1,1,1
171880.67,171880.67,0.0,2893198.81,3086348.25,0.0,-21268.77000000002,0,1,0.9999941820439608,0,1,1
188473.09,188473.09,0.0,209686.58,398159.67,0.0,0.0,0,1,0.9999946942309152,0,1,1
165547.54,165547.54,0.0,0.0,0.0,0.0,165547.54,1,1,0.9999939594755713,1,1,1
934590.45,934590.45,0.0,0.0,0.0,0.0,934590.45,1,1,0.999998930013751,1,1,1
320977.49,320977.49,0.0,0.0,0.0,0.0,320977.49,1,1,0.9999968845264366,1,1,1
1201681.76,1201681.76,0.0,1069475.01,2271156.77,0.0,0.0,0,1,0.9999991678336136,0,1,1
59996.12,59996.12,0.0,0.0,59996.12,0.0,0.0,0,1,0.999983332533295,0,1,1
75113.49,75113.49,0.0,2401380.3,2476493.79,0.0,0.0,0,1,0.9999866869894211,0,1,1
142715.07,142715.07,0.0,1012855.59,1155570.66,0.0,0.0,0,1,0.999992993080597,0,1,1
74447.11,74447.11,0.0,0.0,0.0,0.0,74447.11,1,1,0.9999865678255634,1,1,1
148714.54,148714.54,0.0,0.0,0.0,0.0,148714.54,1,1,0.9999932757531593,1,1,1
1262207.3,1262207.3,0.0,6623072.35,7885279.65,0.0,-9.313225746154785e-10,0,1,0.9999992077377403,0,1,1
8589704.49,8589704.49,0.0,0.0,0.0,0.0,8589704.49,1,1,0.9999998835815732,1,1,1
3011102.29,3011102.29,0.0,0.0,0.0,0.0,3011102.29,1,1,0.9999996678958164,1,1,1
143175.23,143175.23,0.0,695647.18,838822.41,0.0,0.0,0,1,0.9999930156004248,0,1,1
3080973.39,3080973.39,0.0,0.0,0.0,0.0,3080973.39,1,1,0.9999996754273572,1,1,1
623152.72,623152.72,0.0,847223.26,1470375.97,0.0,0.010000000009313226,0,1,0.9999983952595196,0,1,1
1264551.38,1264551.38,0.0,0.0,0.0,0.0,1264551.38,1,1,0.9999992092063438,1,1,1
259820.39,259820.39,0.0,32888.78,292709.17,0.0,5.820766091346741e-11,0,1,0.9999961512021778,0,1,1
850530.59,850530.59,0.0,0.0,0.0,0.0,850530.59,1,1,0.9999988242647166,1,1,1
1167816.02,1167816.02,0.0,0.0,0.0,0.0,1167816.02,1,1,0.9999991437014679,1,1,1
1171751.17,1171751.17,0.0,0.0,0.0,0.0,1171751.17,1,1,0.9999991465772152,1,1,1
2740879.15,2740879.15,0.0,1137372.51,3878251.66,0.0,0.0,0,1,0.9999996351536933,0,1,1
414973.48,414973.48,0.0,0.0,0.0,0.0,414973.48,1,1,0.9999975902132584,1,1,1
1170213.18,1170213.18,0.0,0.0,0.0,0.0,1170213.18,1,1,0.9999991454555781,1,1,1
917014.64,917014.64,0.0,0.0,0.0,0.0,917014.64,1,1,0.9999989095060582,1,1,1
2308798.26,2308798.26,0.0,771002.6,3079800.87,0.0,-0.01000000024214387,0,1,0.999999566874428,0,1,1
561149.9,561149.9,0.0,0.0,0.0,0.0,561149.9,1,1,0.999998217948149,1,1,1
32733.43,32733.43,0.0,0.0,32733.43,0.0,0.0,0,1,0.9999694511253137,0,1,1
247877.03,247877.03,0.0,283820.59,531697.62,0.0,0.0,0,1,0.9999959657578367,0,1,1
6545346.16,6545346.16,0.0,272331.73,6817677.89,0.0,9.313225746154785e-10,0,1,0.9999998472197157,0,1,1
10000000.0,10185510.21,185510.21,0.0,0.0,9.022187441587448e-10,10000000.0,1,0,0.9817867551097613,1,1,1
210.92,210.92,0.0,0.0,0.0,0.0,210.92,1,1,0.9952812382030956,1,1,1
160296.55,160296.55,0.0,0.0,0.0,0.0,160296.55,1,1,0.9999937616014718,1,1,1
6339.42,6339.42,0.0,0.0,0.0,0.0,6339.42,1,1,0.9998422817415881,1,1,1
1028326.5,1028326.5,0.0,0.0,0.0,0.0,1028326.5,1,1,0.9999990275471579,1,1,1
3354200.39,3354200.39,0.0,0.0,3491865.72,0.0,-137665.33000000007,0,1,0.9999997018664404,0,1,1
87438.83,87438.83,0.0,69617.57,157056.4,0.0,2.9103830456733704e-11,0,1,0.9999885635642247,0,1,1
70696.74,70696.74,0.0,0.0,0.0,0.0,70696.74,1,1,0.999985855276279,1,1,1
940957.88,940957.88,0.0,0.0,0.0,0.0,940957.88,1,1,0.9999989372543038,1,1,1
335071.5,335071.5,0.0,0.0,0.0,0.0,335071.5,1,1,0.999997015571257,1,1,1
34498.05,34498.05,0.0,0.0,34498.05,0.0,0.0,0,1,0.99997101369458,0,1,1
95348.33,95348.33,0.0,616913.51,712261.84,0.0,0.0,0,1,0.9999895122493258,0,1,1
204721.27,204721.27,0.0,0.0,0.0,0.0,204721.27,1,1,0.9999951153335688,1,1,1
227154.77,0.0,0.0,0.0,227154.77,-227154.77,0.0,0,1,227154.77,0,0,1
48340.79,48340.79,0.0,3532298.75,3580639.54,0.0,0.0,0,1,0.9999793139641705,0,1,1
171788.82,171788.82,0.0,0.0,0.0,0.0,171788.82,1,1,0.9999941789333034,1,1,1
1232239.39,1232239.39,0.0,0.0,0.0,0.0,1232239.39,1,1,0.9999991884700354,1,1,1
95348.33,95348.33,0.0,0.0,0.0,0.0,95348.33,1,1,0.9999895122493258,1,1,1
282018.0,282018.0,0.0,2255136.89,2537154.89,0.0,0.0,0,1,0.9999964541396147,0,1,1
8931550.69,8931550.69,0.0,0.0,0.0,0.0,8931550.69,1,1,0.9999998880373719,1,1,1
217255.97,217255.97,0.0,2115234.86,2332490.82,0.0,0.01000000024214387,0,1,0.9999953971557276,0,1,1
1205760.86,1205760.86,0.0,0.0,0.0,0.0,1205760.86,1,1,0.9999991706488377,1,1,1
176007.37,176007.37,0.0,0.0,176007.37,0.0,0.0,0,1,0.9999943184520145,0,1,1
20842.92,20842.92,0.0,118111.75,138954.67,0.0,-2.9103830456733704e-11,0,1,0.9999520243792914,0,1,1
34162.97,34162.97,0.0,0.0,0.0,0.0,34162.97,1,1,0.9999707293970812,1,1,1
4961093.21,4961093.21,0.0,0.0,0.0,0.0,4961093.21,1,1,0.9999997984315642,1,1,1
1465173.76,1465173.76,0.0,0.0,0.0,0.0,1465173.76,1,1,0.9999993174875603,1,1,1
62134.33,62134.33,0.0,509204.33,571338.66,0.0,0.0,0,1,0.9999839060965798,0,1,1
10000000.0,10000000.0,0.0,131207.41,10131207.41,0.0,0.0,0,1,0.99999990000001,0,1,1
4631432.03,4631432.03,0.0,0.0,0.0,0.0,4631432.03,1,1,0.9999997840841067,1,1,1
10000000.0,10000000.0,0.0,158643.25,10158643.25,0.0,0.0,0,1,0.99999990000001,0,1,1
614145.31,614145.31,0.0,0.0,614145.31,0.0,0.0,0,1,0.9999983717235067,0,1,1
10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0,1,0.99999990000001,0,1,1
1442075.9,1442075.9,0.0,0.0,0.0,0.0,1442075.9,1,1,0.9999993065557045,1,1,1
48078.85,48078.85,0.0,288760.9,336839.74,0.0,0.010000000009313226,0,1,0.9999792012662269,0,1,1
252189.32,252189.32,0.0,310145.69,562335.01,0.0,0.0,0,1,0.9999960347407466,0,1,1
990857.53,990857.53,0.0,0.0,0.0,0.0,990857.53,1,1,0.9999989907741925,1,1,1
113309.55,113309.55,0.0,0.0,113309.55,0.0,0.0,0,1,0.9999911746964426,0,1,1
2624422.62,2624422.62,0.0,0.0,0.0,0.0,2624422.62,1,1,0.9999996189639537,1,1,1
102660.35,102660.35,0.0,0.0,102660.35,0.0,0.0,0,1,0.9999902592358273,0,1,1
60633.76,60633.76,0.0,164662.14,225295.9,0.0,2.9103830456733704e-11,0,1,0.9999835078097118,0,1,1
66066.73,66066.73,0.0,0.0,66066.73,0.0,0.0,0,1,0.9999848640175771,0,1,1
960196.16,960196.16,0.0,0.0,0.0,0.0,960196.16,1,1,0.9999989585472217,1,1,1
67692.41,67692.41,0.0,25595.6,93288.0,0.0,0.010000000009313226,0,1,0.9999852275132838,0,1,1
9301213.46,9301213.46,0.0,0.0,0.0,0.0,9301213.46,1,1,0.999999892487158,1,1,1
107188.41,107188.41,0.0,696135.43,803323.83,0.0,0.010000000125728548,0,1,0.9999906707201766,0,1,1
10119.47,10119.47,0.0,0.0,0.0,0.0,10119.47,1,1,0.9999011903597362,1,1,1
711932.67,711932.67,0.0,20563.09,732495.77,0.0,-0.010000000009313226,0,1,0.9999985953747629,0,1,1
146729.67,146729.67,0.0,0.0,0.0,0.0,146729.67,1,1,0.9999931847922455,1,1,1
3733104.07,3733104.07,0.0,452523.69,4185627.77,0.0,-0.01000000024214387,0,1,0.9999997321264789,0,1,1
171623.1,171623.1,0.0,0.0,0.0,0.0,171623.1,1,1,0.9999941733124893,1,1,1
245106.78,245106.78,0.0,2622766.27,2867873.04,0.0,0.009999999776482582,0,1,0.9999959201621426,0,1,1
1766811.07,1766811.07,0.0,618077.7,2384888.77,0.0,0.0,0,1,0.9999994340088474,0,1,1
1540624.7,1540624.7,0.0,0.0,0.0,0.0,1540624.7,1,1,0.9999993509130738,1,1,1
554501.15,554501.15,0.0,225415.81,779916.96,0.0,0.0,0,1,0.9999981965804822,0,1,1
4017972.88,4017972.88,0.0,0.0,4017972.88,0.0,0.0,0,1,0.9999997511183423,0,1,1
204951.37,204951.37,0.0,0.0,0.0,0.0,204951.37,1,1,0.9999951208175831,1,1,1
87167.88,87167.88,0.0,0.0,0.0,0.0,87167.88,1,1,0.9999885280159616,1,1,1
704328.29,704328.29,0.0,0.0,704328.29,0.0,0.0,0,1,0.9999985802095495,0,1,1
113360.8,113360.8,0.0,175345.9,288706.71,0.0,-0.010000000009313226,0,1,0.9999911786862947,0,1,1
1343002.08,1343002.08,1343002.08,0.0,0.0,-1343002.08,1343002.08,1,0,0.9999992554000695,1,1,1
194521.28,194521.28,0.0,7203373.74,7397895.02,0.0,9.313225746154785e-10,0,1,0.9999948592007044,0,1,1
178616.12,178616.12,0.0,0.0,0.0,0.0,178616.12,1,1,0.9999944014325166,1,1,1
540530.08,540530.08,0.0,0.0,0.0,0.0,540530.08,1,1,0.9999981499676207,1,1,1
2173367.35,2173367.35,0.0,476131.89,2649499.24,0.0,0.0,0,1,0.999999539884714,0,1,1
295963.6,0.0,0.0,0.0,295963.6,-295963.6,0.0,0,1,295963.6,0,0,1
331829.94,331829.94,0.0,792855.99,1124685.94,0.0,-0.010000000009313226,0,1,0.9999969864172401,0,1,1
953529.64,953529.64,0.0,0.0,953529.64,0.0,0.0,0,1,0.9999989512660024,0,1,1
326250.51,326250.51,0.0,83999.86,410250.38,0.0,-0.010000000009313226,0,1,0.9999969348800868,0,1,1
2232257.71,2232257.71,0.0,819923.42,3052181.14,0.0,-0.01000000024214387,0,1,0.999999552023251,0,1,1
1722892.9,1722892.9,0.0,91562.28,1814455.18,0.0,0.0,0,1,0.9999994195812058,0,1,1
72547.29,72547.29,0.0,0.0,0.0,0.0,72547.29,1,1,0.9999862160775946,1,1,1
164502.06,164502.06,0.0,0.0,0.0,0.0,164502.06,1,1,0.9999939210857233,1,1,1
151.0,151.0,0.0,386163.34,386314.34,0.0,0.0,0,1,0.993421052631579,0,1,1
2898.09,2898.09,0.0,741450.85,744348.94,0.0,0.0,0,1,0.9996550641753101,0,1,1
1586479.66,1586479.66,0.0,0.0,0.0,0.0,1586479.66,1,1,0.9999993696740054,1,1,1
1743864.1,1743864.1,0.0,145959.55,1889823.65,0.0,2.3283064365386963e-10,0,1,0.9999994265611486,0,1,1
8055.06,8055.06,0.0,0.0,0.0,0.0,8055.06,1,1,0.9998758698420817,1,1,1
39525.63,39525.63,0.0,61266.78,100792.41,0.0,0.0,0,1,0.9999747006005825,0,1,1
19472.0,19472.0,0.0,0.0,19472.0,0.0,0.0,0,1,0.9999486468443486,0,1,1
401575.19,401575.19,0.0,0.0,401575.19,0.0,0.0,0,1,0.9999975098125216,0,1,1
47061.52,47061.52,0.0,0.0,0.0,0.0,47061.52,1,1,0.9999787516690564,1,1,1
2392482.86,2392482.86,0.0,2414558.13,4807040.99,0.0,0.0,0,1,0.9999995820243486,0,1,1
170.0,170.0,0.0,413421.36,345764.15,0.0,67827.20999999996,0,1,0.9941520467836257,0,1,1
132973.41,132973.41,0.0,0.0,132973.41,0.0,0.0,0,1,0.9999924797560673,0,1,1
1195842.37,1195842.37,0.0,0.0,0.0,0.0,1195842.37,1,1,0.9999991637700847,1,1,1
12461.0,12461.0,0.0,27964.11,40425.11,0.0,0.0,0,1,0.9999197560584175,0,1,1
3964129.99,3964129.99,0.0,0.0,0.0,0.0,3964129.99,1,1,0.9999997477379021,1,1,1
4294676.05,4294676.05,0.0,1061317.39,5355993.45,0.0,-0.010000000707805157,0,1,0.999999767153621,0,1,1
92057.19,92057.19,0.0,0.0,0.0,0.0,92057.19,1,1,0.9999891373054369,1,1,1
95064.86,95064.86,0.0,0.0,0.0,0.0,95064.86,1,1,0.9999894809766618,1,1,1
3892156.3,3892156.3,0.0,0.0,0.0,0.0,3892156.3,1,1,0.9999997430730767,1,1,1
3080973.39,3080973.39,0.0,201833.93,3282807.32,0.0,4.656612873077393e-10,0,1,0.9999996754273572,0,1,1
167907.12,167907.12,0.0,0.0,0.0,0.0,167907.12,1,1,0.9999940443618808,1,1,1
367263.47,367263.47,0.0,2275172.08,2642435.54,0.0,0.009999999776482582,0,1,0.9999972771665062,0,1,1
19421.77,19421.77,0.0,663000.64,682422.4,0.0,0.010000000009313226,0,1,0.999948514037905,0,1,1
2745923.02,2745923.02,0.0,0.0,0.0,0.0,2745923.02,1,1,0.9999996358238638,1,1,1
8380.79,8380.79,0.0,0.0,0.0,0.0,8380.79,1,1,0.9998806937420288,1,1,1
0.0,0.0,0.0,538547.63,538547.63,0.0,0.0,0,1,0.0,0,1,1
2341474.44,2341474.44,0.0,0.0,0.0,0.0,2341474.44,1,1,0.9999995729188601,1,1,1
63624.08,63624.08,0.0,0.0,0.0,0.0,63624.08,1,1,0.9999842829274243,1,1,1
376367.26,376367.26,0.0,0.0,0.0,0.0,376367.26,1,1,0.9999973430278101,1,1,1
365325.29,0.0,0.0,0.0,365325.29,-365325.29,0.0,0,1,365325.29,0,0,1
2395.29,2395.29,0.0,0.0,0.0,0.0,2395.29,1,1,0.9995826882389026,1,1,1
157610.11,157610.11,0.0,0.0,0.0,0.0,157610.11,1,1,0.9999936552696063,1,1,1
1298609.73,1298609.73,0.0,0.0,1298609.73,0.0,0.0,0,1,0.9999992299462981,0,1,1
13707.11,13707.11,0.0,0.0,13707.11,0.0,0.0,0,1,0.999927050483254,0,1,1
1857935.57,1857935.57,0.0,0.0,0.0,0.0,1857935.57,1,1,0.999999461768493,1,1,1
147186.94,147186.94,0.0,0.0,0.0,0.0,147186.94,1,1,0.9999932059651083,1,1,1
4602636.68,4602636.68,0.0,0.0,0.0,0.0,4602636.68,1,1,0.9999997827332783,1,1,1
1061353.33,1061353.33,0.0,0.0,0.0,0.0,1061353.33,1,1,0.9999990578075844,1,1,1
28308.97,28308.97,0.0,0.0,28308.97,0.0,0.0,0,1,0.9999646767552208,0,1,1
585396.14,585396.14,0.0,0.0,0.0,0.0,585396.14,1,1,0.999998291757968,1,1,1
1021129.67,1021129.67,0.0,0.0,0.0,0.0,1021129.67,1,1,0.9999990206934045,1,1,1
5624.02,5624.02,0.0,0.0,0.0,0.0,5624.02,1,1,0.9998222228543188,1,1,1
5388834.64,5388834.64,0.0,218151.69,5606986.33,0.0,0.0,0,1,0.999999814431156,0,1,1
21990.52,21990.52,0.0,0.0,21990.52,0.0,0.0,0,1,0.9999545279271282,0,1,1
1736804.93,1736804.93,0.0,4429087.44,6165892.37,0.0,0.0,0,1,0.999999424230432,0,1,1
286670.9,286670.9,0.0,1028298.11,1314969.01,0.0,0.0,0,1,0.9999965116915889,0,1,1
56125.55,56125.55,0.0,157761.5,213887.05,0.0,0.0,0,1,0.9999821831201098,0,1,1
219407.52,219407.52,0.0,0.0,0.0,0.0,219407.52,1,1,0.999995442291849,1,1,1
8267760.5,8267760.5,0.0,0.0,0.0,0.0,8267760.5,1,1,0.9999998790482768,1,1,1
2068118.36,2068118.36,0.0,3054285.45,5122403.81,0.0,9.313225746154785e-10,0,1,0.999999516468914,0,1,1
889.76,889.76,0.0,29138.76,30028.51,0.0,0.00999999999839929,0,1,0.9988773631505681,0,1,1
1398946.33,1398946.33,0.0,0.0,0.0,0.0,1398946.33,1,1,0.999999285176805,1,1,1
230430.65,0.0,0.0,0.0,230430.65,-230430.65,0.0,0,1,230430.65,0,0,1
8177.04,8177.04,0.0,842143.06,850320.1,0.0,1.1641532182693481e-10,0,1,0.9998777213121971,0,1,1
1764326.19,1764326.19,0.0,0.0,0.0,0.0,1764326.19,1,1,0.9999994332117049,1,1,1
3139423.35,3139423.35,0.0,2593641.94,5733065.29,0.0,0.0,0,1,0.999999681470267,0,1,1
847383.45,847383.45,0.0,1465042.43,2312425.88,0.0,0.0,0,1,0.9999988198980994,0,1,1
10000000.0,10000000.0,0.0,817443.72,10817443.72,0.0,0.0,0,1,0.99999990000001,0,1,1
841052.98,841052.98,0.0,0.0,0.0,0.0,841052.98,1,1,0.9999988110156734,1,1,1
1742012.06,1742012.06,0.0,0.0,0.0,0.0,1742012.06,1,1,0.9999994259514908,1,1,1
585511.14,585511.14,0.0,0.0,0.0,0.0,585511.14,1,1,0.9999982920934825,1,1,1
54583.71,54583.71,0.0,0.0,0.0,0.0,54583.71,1,1,0.9999816798513723,1,1,1
82504.16,82504.16,0.0,0.0,0.0,0.0,82504.16,1,1,0.9999878795459581,1,1,1
3490916.0,3490916.0,0.0,0.0,0.0,0.0,3490916.0,1,1,0.9999997135423156,1,1,1
152724.32,152724.32,0.0,0.0,152724.32,0.0,0.0,0,1,0.9999934522972354,0,1,1
511259.05,511259.05,0.0,0.0,0.0,0.0,511259.05,1,1,0.9999980440482295,1,1,1
58737.53,58737.53,0.0,887496.11,946233.64,0.0,0.0,0,1,0.9999829753996227,0,1,1
6515.64,6515.64,0.0,0.0,0.0,0.0,6515.64,1,1,0.9998465466866361,1,1,1
2984434.36,2984434.36,0.0,5498919.48,8483353.84,0.0,0.0,0,1,0.9999996649282429,0,1,1
252667.75,252667.75,0.0,0.0,0.0,0.0,252667.75,1,1,0.999996042248992,1,1,1
329424.14,329424.14,0.0,0.0,0.0,0.0,329424.14,1,1,0.9999969644089701,1,1,1
640648.06,640648.06,0.0,1714269.39,2354917.45,0.0,0.0,0,1,0.9999984390830137,0,1,1
333158.75,0.0,0.0,0.0,333158.75,-333158.75,0.0,0,1,333158.75,0,0,1
3178881.71,3178881.71,0.0,0.0,0.0,0.0,3178881.71,1,1,0.9999996854240653,1,1,1
219934.26,219934.26,0.0,0.0,0.0,0.0,219934.26,1,1,0.9999954532074575,1,1,1
