id,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,orig_balance_error,dest_balance_error,dest_balance_stayed_zero,orig_balance_drained,is_transfer,predicted_fraud,pattern_type
506,1282731.68,1282731.68,0.0,0.0,0.0,0.0,1282731.68,1,1,1,1,Account Drain + Zero Destination
507,1627389.26,1627389.26,0.0,327368.64,2039219.38,0.0,-84461.47999999998,0,1,0,1,Account Drain + Balance Mismatch
508,422261.63,422261.63,0.0,872573.61,1294835.24,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
509,14206.82,14206.82,0.0,0.0,0.0,0.0,14206.82,1,1,1,1,Account Drain + Zero Destination
510,5039827.29,5039827.29,0.0,13002.46,5052829.75,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
511,138993.63,138993.63,0.0,0.0,138993.63,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
512,1240717.75,1240717.75,0.0,0.0,0.0,0.0,1240717.75,1,1,1,1,Account Drain + Zero Destination
513,2031464.82,2031464.82,0.0,1475675.96,3507140.78,0.0,4.656612873077393e-10,0,1,0,1,Account Drain + Balance Mismatch
514,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
515,5245375.3,5245375.3,0.0,0.0,5245375.3,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
516,23912.2,23912.2,0.0,0.0,0.0,0.0,23912.2,1,1,1,1,Account Drain + Zero Destination
517,10000000.0,27670038.08,17670038.08,0.0,0.0,0.0,10000000.0,1,0,1,1,Account Drain + Zero Destination
518,2479940.21,2479940.21,0.0,0.0,2479940.21,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
519,196561.69,196561.69,0.0,4186.45,200748.14,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
520,3572736.74,3572736.74,0.0,0.0,0.0,0.0,3572736.74,1,1,1,1,Account Drain + Zero Destination
521,17484.29,17484.29,0.0,0.0,0.0,0.0,17484.29,1,1,1,1,Account Drain + Zero Destination
522,1674146.06,1674146.06,0.0,0.0,0.0,0.0,1674146.06,1,1,1,1,Account Drain + Zero Destination
523,128572.96,128572.96,0.0,0.0,0.0,0.0,128572.96,1,1,1,1,Account Drain + Zero Destination
524,902483.91,902483.91,0.0,0.0,0.0,0.0,902483.91,1,1,1,1,Account Drain + Zero Destination
525,2050727.81,2050727.81,0.0,0.0,0.0,0.0,2050727.81,1,1,1,1,Account Drain + Zero Destination
526,443682.96,443682.96,0.0,587076.1,1030759.06,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
527,76200.04,76200.04,0.0,0.0,0.0,0.0,76200.04,1,1,1,1,Account Drain + Zero Destination
528,10000000.0,11812161.42,1812161.42,0.0,0.0,0.0,10000000.0,1,0,1,1,Account Drain + Zero Destination
529,225991.4,0.0,0.0,72.0,226063.4,-225991.4,0.0,0,1,0,1,Account Drain + Balance Mismatch
530,10000000.0,23924102.18,13924102.18,0.0,0.0,0.0,10000000.0,1,0,1,1,Account Drain + Zero Destination
531,1301090.39,1301090.39,0.0,3049015.55,4350105.94,0.0,-9.313225746154783e-10,0,1,0,1,Account Drain + Balance Mismatch
532,10000000.0,23441041.46,13441041.46,0.0,0.0,0.0,10000000.0,1,0,1,1,Account Drain + Zero Destination
533,2693520.61,2693520.61,0.0,2505748.79,5199269.41,0.0,-0.0099999997764825,0,1,0,1,Account Drain + Balance Mismatch
534,1106295.77,1106295.77,0.0,0.0,0.0,0.0,1106295.77,1,1,1,1,Account Drain + Zero Destination
535,799797.88,799797.88,0.0,4381942.46,5181740.34,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
536,210525.95,210525.95,0.0,0.0,0.0,0.0,210525.95,1,1,1,1,Account Drain + Zero Destination
537,155002.83,155002.83,0.0,0.0,0.0,0.0,155002.83,1,1,1,1,Account Drain + Zero Destination
538,20364.0,20364.0,0.0,0.0,0.0,0.0,20364.0,1,1,1,1,Account Drain + Zero Destination
539,214760.72,214760.72,0.0,151605.62,366366.35,0.0,-0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
540,927620.44,927620.44,0.0,0.0,927620.44,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
541,254947.37,254947.37,0.0,0.0,254947.37,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
542,2908264.69,2908264.69,0.0,2786059.72,5694324.4,0.0,0.0099999997764825,0,1,0,1,Account Drain + Balance Mismatch
543,37100.29,37100.29,0.0,433212.41,470312.7,0.0,-5.820766091346741e-11,0,1,0,1,Account Drain + Balance Mismatch
544,158214.43,158214.43,0.0,1341496.75,1499711.18,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
545,285382.07,285382.07,0.0,0.0,285382.07,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
546,116977.16,116977.16,0.0,0.0,0.0,0.0,116977.16,1,1,1,1,Account Drain + Zero Destination
547,10000000.0,25614246.07,15614246.07,0.0,0.0,0.0,10000000.0,1,0,1,1,Account Drain + Zero Destination
548,522465.43,522465.43,0.0,0.0,0.0,0.0,522465.43,1,1,1,1,Account Drain + Zero Destination
549,2305939.38,2305939.38,0.0,0.0,0.0,0.0,2305939.38,1,1,1,1,Account Drain + Zero Destination
550,35016.23,35016.23,0.0,65435.34,100451.57,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
551,815297.9,815297.9,0.0,0.0,0.0,0.0,815297.9,1,1,1,1,Account Drain + Zero Destination
552,122090.79,122090.79,0.0,0.0,0.0,0.0,122090.79,1,1,1,1,Account Drain + Zero Destination
553,701168.78,701168.78,0.0,0.0,0.0,0.0,701168.78,1,1,1,1,Account Drain + Zero Destination
554,31374.02,31374.02,0.0,0.0,0.0,0.0,31374.02,1,1,1,1,Account Drain + Zero Destination
555,461509.86,461509.86,0.0,302583.81,764093.67,0.0,-1.1641532182693479e-10,0,1,0,1,Account Drain + Balance Mismatch
556,1946687.34,1946687.34,0.0,0.0,1946687.34,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
557,881187.51,881187.51,0.0,35321.01,916508.52,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
558,2949339.09,2949339.09,0.0,167663.32,3117002.41,0.0,-4.656612873077393e-10,0,1,0,1,Account Drain + Balance Mismatch
559,338229.88,338229.88,0.0,0.0,0.0,0.0,338229.88,1,1,1,1,Account Drain + Zero Destination
560,3653274.35,3653274.35,0.0,0.0,0.0,0.0,3653274.35,1,1,1,1,Account Drain + Zero Destination
561,5469910.99,5469910.99,0.0,0.0,0.0,0.0,5469910.99,1,1,1,1,Account Drain + Zero Destination
562,319034.25,0.0,0.0,0.0,319034.25,-319034.25,0.0,0,1,0,1,Account Drain + Balance Mismatch
563,2701644.17,2701644.17,0.0,0.0,0.0,0.0,2701644.17,1,1,1,1,Account Drain + Zero Destination
564,978362.97,978362.97,0.0,0.0,0.0,0.0,978362.97,1,1,1,1,Account Drain + Zero Destination
565,362631.05,362631.05,0.0,0.0,0.0,0.0,362631.05,1,1,1,1,Account Drain + Zero Destination
566,797235.09,797235.09,0.0,0.0,0.0,0.0,797235.09,1,1,1,1,Account Drain + Zero Destination
567,696575.46,696575.46,0.0,0.0,0.0,0.0,696575.46,1,1,1,1,Account Drain + Zero Destination
568,5349.74,5349.74,0.0,0.0,0.0,0.0,5349.74,1,1,1,1,Account Drain + Zero Destination
569,353785.26,353785.26,0.0,0.0,0.0,0.0,353785.26,1,1,1,1,Account Drain + Zero Destination
570,1388774.78,1388774.78,0.0,0.0,0.0,0.0,1388774.78,1,1,1,1,Account Drain + Zero Destination
571,4257337.62,4257337.62,0.0,0.0,0.0,0.0,4257337.62,1,1,1,1,Account Drain + Zero Destination
572,966389.93,966389.93,0.0,0.0,0.0,0.0,966389.93,1,1,1,1,Account Drain + Zero Destination
573,3116833.75,3116833.75,0.0,456298.06,3573131.82,0.0,-0.0099999997764825,0,1,0,1,Account Drain + Balance Mismatch
574,401529.35,401529.35,0.0,4162.42,405691.77,0.0,-5.820766091346741e-11,0,1,0,1,Account Drain + Balance Mismatch
575,167743.93,167743.93,0.0,0.0,0.0,0.0,167743.93,1,1,1,1,Account Drain + Zero Destination
576,1548376.44,1548376.44,0.0,0.0,0.0,0.0,1548376.44,1,1,1,1,Account Drain + Zero Destination
577,636.0,636.0,0.0,0.0,0.0,0.0,636.0,1,1,1,1,Account Drain + Zero Destination
578,2540410.33,2540410.33,0.0,0.0,0.0,0.0,2540410.33,1,1,1,1,Account Drain + Zero Destination
579,265680.73,265680.73,0.0,0.0,0.0,0.0,265680.73,1,1,1,1,Account Drain + Zero Destination
580,222213.27,222213.27,0.0,93400.12,315613.39,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
581,40458.0,40458.0,0.0,561393.36,331179.02,0.0,270672.34,0,1,0,1,Account Drain + Balance Mismatch
582,24853.41,24853.41,0.0,11435.22,36288.63,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
583,371771.44,371771.44,0.0,4665671.71,5037443.15,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
584,1431634.93,1431634.93,0.0,0.0,1431634.93,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
585,495773.64,495773.64,0.0,269095.07,764868.71,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
586,2085019.56,2085019.56,0.0,152830.87,2237850.44,0.0,-0.0099999997764825,0,1,0,1,Account Drain + Balance Mismatch
587,1195842.37,1195842.37,0.0,0.0,1195842.37,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
588,81216.23,81216.23,0.0,917796.81,999013.04,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
589,3354200.39,3354200.39,0.0,0.0,0.0,0.0,3354200.39,1,1,1,1,Account Drain + Zero Destination
590,455014.69,455014.69,0.0,700724.17,1155738.85,0.0,0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
591,4241.44,4241.44,0.0,0.0,0.0,0.0,4241.44,1,1,1,1,Account Drain + Zero Destination
592,2184556.65,2184556.65,0.0,734500.25,2919056.89,0.0,0.0099999997764825,0,1,0,1,Account Drain + Balance Mismatch
593,4530.71,4530.71,0.0,0.0,0.0,0.0,4530.71,1,1,1,1,Account Drain + Zero Destination
594,1059347.56,1059347.56,0.0,234543.3,1293890.85,0.0,0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
595,1844357.26,1844357.26,0.0,0.0,0.0,0.0,1844357.26,1,1,1,1,Account Drain + Zero Destination
596,4589441.44,4589441.44,0.0,0.0,0.0,0.0,4589441.44,1,1,1,1,Account Drain + Zero Destination
597,407320.01,407320.01,0.0,0.0,407320.01,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
598,1232239.39,1232239.39,0.0,30479.19,1262718.58,0.0,-2.3283064365386963e-10,0,1,0,1,Account Drain + Balance Mismatch
599,202952.03,202952.03,0.0,0.0,0.0,0.0,202952.03,1,1,1,1,Account Drain + Zero Destination
600,506867.52,506867.52,0.0,0.0,458682.99,0.0,48184.53000000003,0,1,0,1,Account Drain + Balance Mismatch
601,158299.34,158299.34,0.0,36152.54,271369.74,0.0,-76917.85999999999,0,1,0,1,Account Drain + Balance Mismatch
602,268366.47,268366.47,0.0,0.0,0.0,0.0,268366.47,1,1,1,1,Account Drain + Zero Destination
603,19692.68,19692.68,0.0,0.0,19692.68,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
604,2674794.22,2674794.22,0.0,0.0,0.0,0.0,2674794.22,1,1,1,1,Account Drain + Zero Destination
605,21741.36,21741.36,0.0,0.0,0.0,0.0,21741.36,1,1,1,1,Account Drain + Zero Destination
606,298384.21,298384.21,0.0,77405.99,375790.2,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
607,26776.98,26776.98,0.0,0.0,0.0,0.0,26776.98,1,1,1,1,Account Drain + Zero Destination
608,1649039.58,1649039.58,0.0,1970152.93,3619192.51,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
609,1116508.49,1116508.49,0.0,4052464.84,5168973.32,0.0,0.0099999997764825,0,1,0,1,Account Drain + Balance Mismatch
610,2728625.68,2728625.68,0.0,0.0,0.0,0.0,2728625.68,1,1,1,1,Account Drain + Zero Destination
611,160186.79,160186.79,0.0,0.0,0.0,0.0,160186.79,1,1,1,1,Account Drain + Zero Destination
612,4716.08,4716.08,0.0,551191.68,555907.76,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
613,19226.25,19226.25,0.0,0.0,19226.25,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
614,1486052.97,1486052.97,0.0,775543.29,2261596.26,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
615,224570.45,224570.45,0.0,7449938.25,7674508.7,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
616,461369.99,461369.99,0.0,2572575.13,3033945.11,0.0,0.0100000002421438,0,1,0,1,Account Drain + Balance Mismatch
617,571163.03,571163.03,0.0,45861.48,617024.51,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
618,451663.55,451663.55,0.0,95658.45,547322.01,0.0,-0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
619,879321.88,879321.88,0.0,0.0,879321.88,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
620,1684039.12,1684039.12,0.0,32961658.25,34645697.37,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
621,2149976.69,2149976.69,0.0,0.0,0.0,0.0,2149976.69,1,1,1,1,Account Drain + Zero Destination
622,17428.0,17428.0,0.0,93625.57,285154.96,0.0,-174101.39,0,1,0,1,Account Drain + Balance Mismatch
623,540154.62,540154.62,0.0,0.0,0.0,0.0,540154.62,1,1,1,1,Account Drain + Zero Destination
624,394388.09,394388.09,0.0,1260564.49,1654952.58,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
625,226402.77,226402.77,0.0,0.0,0.0,0.0,226402.77,1,1,1,1,Account Drain + Zero Destination
626,74804.24,74804.24,0.0,0.0,74804.24,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
627,103056.0,103056.0,0.0,0.0,0.0,0.0,103056.0,1,1,1,1,Account Drain + Zero Destination
628,1162155.11,1162155.11,0.0,2402312.87,3564467.98,0.0,4.656612873077393e-10,0,1,0,1,Account Drain + Balance Mismatch
629,491517.77,491517.77,0.0,518777.34,1010295.11,0.0,1.1641532182693479e-10,0,1,0,1,Account Drain + Balance Mismatch
630,62091.44,62091.44,0.0,6296058.91,6358150.35,0.0,9.313225746154783e-10,0,1,0,1,Account Drain + Balance Mismatch
631,219275.19,219275.19,0.0,743229.99,962505.19,0.0,-0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
632,143592.89,143592.89,0.0,0.0,143592.89,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
633,154052.34,154052.34,0.0,182065.24,336117.58,0.0,-5.820766091346741e-11,0,1,0,1,Account Drain + Balance Mismatch
634,520500.14,520500.14,0.0,0.0,0.0,0.0,520500.14,1,1,1,1,Account Drain + Zero Destination
635,344886.44,344886.44,0.0,99583.8,444470.25,0.0,-0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
636,1980800.05,1980800.05,0.0,0.0,0.0,0.0,1980800.05,1,1,1,1,Account Drain + Zero Destination
637,128440.4,128440.4,0.0,1424377.87,1552818.27,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
638,1486052.97,1486052.97,0.0,0.0,0.0,0.0,1486052.97,1,1,1,1,Account Drain + Zero Destination
639,219278.81,219278.81,0.0,22127.85,241406.66,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
640,4339822.23,4339822.23,0.0,0.0,4339822.23,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
641,3285475.4,3285475.4,0.0,746119.83,4031595.23,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
642,1159831.33,1159831.33,0.0,0.0,0.0,0.0,1159831.33,1,1,1,1,Account Drain + Zero Destination
643,59829.03,59829.03,0.0,0.0,59829.03,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
644,597411.76,597411.76,0.0,0.0,0.0,0.0,597411.76,1,1,1,1,Account Drain + Zero Destination
645,142791.28,142791.28,0.0,724053.13,866844.41,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
646,130987.75,130987.75,0.0,0.0,0.0,0.0,130987.75,1,1,1,1,Account Drain + Zero Destination
647,171880.67,171880.67,0.0,2893198.81,3086348.25,0.0,-21268.77000000002,0,1,0,1,Account Drain + Balance Mismatch
648,188473.09,188473.09,0.0,209686.58,398159.67,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
649,165547.54,165547.54,0.0,0.0,0.0,0.0,165547.54,1,1,1,1,Account Drain + Zero Destination
650,934590.45,934590.45,0.0,0.0,0.0,0.0,934590.45,1,1,1,1,Account Drain + Zero Destination
651,320977.49,320977.49,0.0,0.0,0.0,0.0,320977.49,1,1,1,1,Account Drain + Zero Destination
652,1201681.76,1201681.76,0.0,1069475.01,2271156.77,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
653,59996.12,59996.12,0.0,0.0,59996.12,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
654,75113.49,75113.49,0.0,2401380.3,2476493.79,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
655,142715.07,142715.07,0.0,1012855.59,1155570.66,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
656,74447.11,74447.11,0.0,0.0,0.0,0.0,74447.11,1,1,1,1,Account Drain + Zero Destination
657,148714.54,148714.54,0.0,0.0,0.0,0.0,148714.54,1,1,1,1,Account Drain + Zero Destination
658,1262207.3,1262207.3,0.0,6623072.35,7885279.65,0.0,-9.313225746154783e-10,0,1,0,1,Account Drain + Balance Mismatch
659,8589704.49,8589704.49,0.0,0.0,0.0,0.0,8589704.49,1,1,1,1,Account Drain + Zero Destination
660,3011102.29,3011102.29,0.0,0.0,0.0,0.0,3011102.29,1,1,1,1,Account Drain + Zero Destination
661,143175.23,143175.23,0.0,695647.18,838822.41,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
662,3080973.39,3080973.39,0.0,0.0,0.0,0.0,3080973.39,1,1,1,1,Account Drain + Zero Destination
663,623152.72,623152.72,0.0,847223.26,1470375.97,0.0,0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
664,1264551.38,1264551.38,0.0,0.0,0.0,0.0,1264551.38,1,1,1,1,Account Drain + Zero Destination
665,259820.39,259820.39,0.0,32888.78,292709.17,0.0,5.820766091346741e-11,0,1,0,1,Account Drain + Balance Mismatch
666,850530.59,850530.59,0.0,0.0,0.0,0.0,850530.59,1,1,1,1,Account Drain + Zero Destination
667,1167816.02,1167816.02,0.0,0.0,0.0,0.0,1167816.02,1,1,1,1,Account Drain + Zero Destination
668,1171751.17,1171751.17,0.0,0.0,0.0,0.0,1171751.17,1,1,1,1,Account Drain + Zero Destination
669,2740879.15,2740879.15,0.0,1137372.51,3878251.66,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
670,414973.48,414973.48,0.0,0.0,0.0,0.0,414973.48,1,1,1,1,Account Drain + Zero Destination
671,1170213.18,1170213.18,0.0,0.0,0.0,0.0,1170213.18,1,1,1,1,Account Drain + Zero Destination
672,917014.64,917014.64,0.0,0.0,0.0,0.0,917014.64,1,1,1,1,Account Drain + Zero Destination
673,2308798.26,2308798.26,0.0,771002.6,3079800.87,0.0,-0.0100000002421438,0,1,0,1,Account Drain + Balance Mismatch
674,561149.9,561149.9,0.0,0.0,0.0,0.0,561149.9,1,1,1,1,Account Drain + Zero Destination
675,32733.43,32733.43,0.0,0.0,32733.43,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
676,247877.03,247877.03,0.0,283820.59,531697.62,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
677,6545346.16,6545346.16,0.0,272331.73,6817677.89,0.0,9.313225746154783e-10,0,1,0,1,Account Drain + Balance Mismatch
678,10000000.0,10185510.21,185510.21,0.0,0.0,9.022187441587447e-10,10000000.0,1,0,1,1,Account Drain + Zero Destination
679,210.92,210.92,0.0,0.0,0.0,0.0,210.92,1,1,1,1,Account Drain + Zero Destination
680,160296.55,160296.55,0.0,0.0,0.0,0.0,160296.55,1,1,1,1,Account Drain + Zero Destination
681,6339.42,6339.42,0.0,0.0,0.0,0.0,6339.42,1,1,1,1,Account Drain + Zero Destination
682,1028326.5,1028326.5,0.0,0.0,0.0,0.0,1028326.5,1,1,1,1,Account Drain + Zero Destination
683,3354200.39,3354200.39,0.0,0.0,3491865.72,0.0,-137665.33000000007,0,1,0,1,Account Drain + Balance Mismatch
684,87438.83,87438.83,0.0,69617.57,157056.4,0.0,2.9103830456733704e-11,0,1,0,1,Account Drain + Balance Mismatch
685,70696.74,70696.74,0.0,0.0,0.0,0.0,70696.74,1,1,1,1,Account Drain + Zero Destination
686,940957.88,940957.88,0.0,0.0,0.0,0.0,940957.88,1,1,1,1,Account Drain + Zero Destination
687,335071.5,335071.5,0.0,0.0,0.0,0.0,335071.5,1,1,1,1,Account Drain + Zero Destination
688,34498.05,34498.05,0.0,0.0,34498.05,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
689,95348.33,95348.33,0.0,616913.51,712261.84,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
690,204721.27,204721.27,0.0,0.0,0.0,0.0,204721.27,1,1,1,1,Account Drain + Zero Destination
691,227154.77,0.0,0.0,0.0,227154.77,-227154.77,0.0,0,1,0,1,Account Drain + Balance Mismatch
692,48340.79,48340.79,0.0,3532298.75,3580639.54,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
693,171788.82,171788.82,0.0,0.0,0.0,0.0,171788.82,1,1,1,1,Account Drain + Zero Destination
694,1232239.39,1232239.39,0.0,0.0,0.0,0.0,1232239.39,1,1,1,1,Account Drain + Zero Destination
695,95348.33,95348.33,0.0,0.0,0.0,0.0,95348.33,1,1,1,1,Account Drain + Zero Destination
696,282018.0,282018.0,0.0,2255136.89,2537154.89,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
697,8931550.69,8931550.69,0.0,0.0,0.0,0.0,8931550.69,1,1,1,1,Account Drain + Zero Destination
698,217255.97,217255.97,0.0,2115234.86,2332490.82,0.0,0.0100000002421438,0,1,0,1,Account Drain + Balance Mismatch
699,1205760.86,1205760.86,0.0,0.0,0.0,0.0,1205760.86,1,1,1,1,Account Drain + Zero Destination
700,176007.37,176007.37,0.0,0.0,176007.37,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
701,20842.92,20842.92,0.0,118111.75,138954.67,0.0,-2.9103830456733704e-11,0,1,0,1,Account Drain + Balance Mismatch
702,34162.97,34162.97,0.0,0.0,0.0,0.0,34162.97,1,1,1,1,Account Drain + Zero Destination
703,4961093.21,4961093.21,0.0,0.0,0.0,0.0,4961093.21,1,1,1,1,Account Drain + Zero Destination
704,1465173.76,1465173.76,0.0,0.0,0.0,0.0,1465173.76,1,1,1,1,Account Drain + Zero Destination
705,62134.33,62134.33,0.0,509204.33,571338.66,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
706,10000000.0,10000000.0,0.0,131207.41,10131207.41,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
707,4631432.03,4631432.03,0.0,0.0,0.0,0.0,4631432.03,1,1,1,1,Account Drain + Zero Destination
708,10000000.0,10000000.0,0.0,158643.25,10158643.25,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
709,614145.31,614145.31,0.0,0.0,614145.31,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
710,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
711,1442075.9,1442075.9,0.0,0.0,0.0,0.0,1442075.9,1,1,1,1,Account Drain + Zero Destination
712,48078.85,48078.85,0.0,288760.9,336839.74,0.0,0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
713,252189.32,252189.32,0.0,310145.69,562335.01,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
714,990857.53,990857.53,0.0,0.0,0.0,0.0,990857.53,1,1,1,1,Account Drain + Zero Destination
715,113309.55,113309.55,0.0,0.0,113309.55,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
716,2624422.62,2624422.62,0.0,0.0,0.0,0.0,2624422.62,1,1,1,1,Account Drain + Zero Destination
717,102660.35,102660.35,0.0,0.0,102660.35,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
718,60633.76,60633.76,0.0,164662.14,225295.9,0.0,2.9103830456733704e-11,0,1,0,1,Account Drain + Balance Mismatch
719,66066.73,66066.73,0.0,0.0,66066.73,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
720,960196.16,960196.16,0.0,0.0,0.0,0.0,960196.16,1,1,1,1,Account Drain + Zero Destination
721,67692.41,67692.41,0.0,25595.6,93288.0,0.0,0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
722,9301213.46,9301213.46,0.0,0.0,0.0,0.0,9301213.46,1,1,1,1,Account Drain + Zero Destination
723,107188.41,107188.41,0.0,696135.43,803323.83,0.0,0.0100000001257285,0,1,0,1,Account Drain + Balance Mismatch
724,10119.47,10119.47,0.0,0.0,0.0,0.0,10119.47,1,1,1,1,Account Drain + Zero Destination
725,711932.67,711932.67,0.0,20563.09,732495.77,0.0,-0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
726,146729.67,146729.67,0.0,0.0,0.0,0.0,146729.67,1,1,1,1,Account Drain + Zero Destination
727,3733104.07,3733104.07,0.0,452523.69,4185627.77,0.0,-0.0100000002421438,0,1,0,1,Account Drain + Balance Mismatch
728,171623.1,171623.1,0.0,0.0,0.0,0.0,171623.1,1,1,1,1,Account Drain + Zero Destination
729,245106.78,245106.78,0.0,2622766.27,2867873.04,0.0,0.0099999997764825,0,1,0,1,Account Drain + Balance Mismatch
730,1766811.07,1766811.07,0.0,618077.7,2384888.77,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
731,1540624.7,1540624.7,0.0,0.0,0.0,0.0,1540624.7,1,1,1,1,Account Drain + Zero Destination
732,554501.15,554501.15,0.0,225415.81,779916.96,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
733,4017972.88,4017972.88,0.0,0.0,4017972.88,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
734,204951.37,204951.37,0.0,0.0,0.0,0.0,204951.37,1,1,1,1,Account Drain + Zero Destination
735,87167.88,87167.88,0.0,0.0,0.0,0.0,87167.88,1,1,1,1,Account Drain + Zero Destination
736,704328.29,704328.29,0.0,0.0,704328.29,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
737,113360.8,113360.8,0.0,175345.9,288706.71,0.0,-0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
738,1343002.08,1343002.08,1343002.08,0.0,0.0,-1343002.08,1343002.08,1,0,1,1,Account Drain + Zero Destination
739,194521.28,194521.28,0.0,7203373.74,7397895.02,0.0,9.313225746154783e-10,0,1,0,1,Account Drain + Balance Mismatch
740,178616.12,178616.12,0.0,0.0,0.0,0.0,178616.12,1,1,1,1,Account Drain + Zero Destination
741,540530.08,540530.08,0.0,0.0,0.0,0.0,540530.08,1,1,1,1,Account Drain + Zero Destination
742,2173367.35,2173367.35,0.0,476131.89,2649499.24,0.0,0.0,0,1,0,1,Account Drain + Balance Mismatch
743,295963.6,0.0,0.0,0.0,295963.6,-295963.6,0.0,0,1,0,1,Account Drain + Balance Mismatch
744,331829.94,331829.94,0.0,792855.99,1124685.94,0.0,-0.0100000000093132,0,1,0,1,Account Drain + Balance Mismatch
